case_id,model_key,model,gt_et_voxels,pred_et_voxels,et_dice,hd95_mm,boundary_dice,boundary_valid,small_gt_lesions,small_detected_lesions,small_missed_lesions,small_gt_anchored_dice
BraTS20_Training_337,baseline,Baseline,27216,26143,0.9004291684626773,3.0,0.932124396237607,True,0,0,0,
BraTS20_Training_337,lhfc,LHFC,27216,26040,0.9195208051674929,2.23606797749979,0.9589605515440787,True,0,0,0,
BraTS20_Training_337,full,Full,27216,26816,0.9196402132069884,2.23606797749979,0.9616630232369848,True,0,0,0,
BraTS20_Training_260,baseline,Baseline,17858,6763,0.5408391210755047,10.476142988503774,0.22429906542056074,True,1,0,1,0.0
BraTS20_Training_260,lhfc,LHFC,17858,9409,0.6863974768034621,8.170024180063328,0.3169968717413973,True,1,0,1,0.0
BraTS20_Training_260,full,Full,17858,14808,0.870385109900202,5.0,0.7143426294820717,True,1,0,1,0.0
BraTS20_Training_216,baseline,Baseline,17097,21777,0.7145650048875856,3.1622776601683795,0.7753987221382237,True,3,0,3,0.0
BraTS20_Training_216,lhfc,LHFC,17097,24288,0.7072610849341548,3.3166247903554,0.7372824950080822,True,3,0,3,0.0
BraTS20_Training_216,full,Full,17097,23451,0.6943375752194929,3.3166247903554,0.7437612676724547,True,3,0,3,0.0
BraTS20_Training_200,baseline,Baseline,4539,4580,0.8961508937383486,2.0,0.9068594485541358,True,0,0,0,
BraTS20_Training_200,lhfc,LHFC,4539,4369,0.8940278401436911,2.0,0.9073569482288828,True,0,0,0,
BraTS20_Training_200,full,Full,4539,4506,0.9001658374792704,1.7320508075688772,0.9108385813722241,True,0,0,0,
BraTS20_Training_155,baseline,Baseline,29300,25598,0.9029472840540639,2.23606797749979,0.9234757465476844,True,1,0,1,0.0
BraTS20_Training_155,lhfc,LHFC,29300,29016,0.9225941422594143,1.7320508075688772,0.9453781512605042,True,1,0,1,0.0
BraTS20_Training_155,full,Full,29300,28358,0.9218495265184363,2.23606797749979,0.9455715684902757,True,1,0,1,0.0
BraTS20_Training_339,baseline,Baseline,38523,38289,0.9251158673123991,1.4142135623730951,0.9525502430530364,True,0,0,0,
BraTS20_Training_339,lhfc,LHFC,38523,38112,0.9275135382005611,1.4142135623730951,0.9539100198694295,True,0,0,0,
BraTS20_Training_339,full,Full,38523,38105,0.9249621548259122,1.4142135623730951,0.9477022286787372,True,0,0,0,
BraTS20_Training_248,baseline,Baseline,36340,34515,0.870312610260391,2.0,0.9048191865273287,True,2,1,1,0.30612244897959184
BraTS20_Training_248,lhfc,LHFC,36340,31935,0.8670230684730867,2.18885438199966,0.8909761948699022,True,2,2,0,0.6085858585858586
BraTS20_Training_248,full,Full,36340,32269,0.876707137547552,2.0,0.9058476295886367,True,2,1,1,0.4722222222222222
BraTS20_Training_267,baseline,Baseline,5256,4791,0.8422414651139644,16.401219466856727,0.8624364252845725,True,0,0,0,
BraTS20_Training_267,lhfc,LHFC,5256,6275,0.8432919954904171,16.70326626560729,0.8370195404767017,True,0,0,0,
BraTS20_Training_267,full,Full,5256,5567,0.8716622008685208,16.26957994211361,0.9100469903781606,True,0,0,0,
BraTS20_Training_360,baseline,Baseline,40064,43356,0.9161352193718533,4.0,0.9082952318745918,True,0,0,0,
BraTS20_Training_360,lhfc,LHFC,40064,45479,0.9188829009971593,3.1622776601683795,0.9077450725015195,True,0,0,0,
BraTS20_Training_360,full,Full,40064,44514,0.9249686679751236,2.23606797749979,0.9214489742923916,True,0,0,0,
