case_id,gt_et_voxels,small_gt_lesions,baseline_pred_et_voxels,baseline_et_dice,baseline_hd95_mm,baseline_boundary_dice,baseline_boundary_valid,baseline_small_detected_lesions,baseline_small_missed_lesions,baseline_small_gt_anchored_dice,lhfc_pred_et_voxels,lhfc_et_dice,lhfc_hd95_mm,lhfc_boundary_dice,lhfc_boundary_valid,lhfc_small_detected_lesions,lhfc_small_missed_lesions,lhfc_small_gt_anchored_dice,full_pred_et_voxels,full_et_dice,full_hd95_mm,full_boundary_dice,full_boundary_valid,full_small_detected_lesions,full_small_missed_lesions,full_small_gt_anchored_dice,small_detection_gain,small_dice_gain,et_dice_gain,hd95_improvement,boundary_dice_improvement,all_models_boundary_valid,regression_score,gt_index,gt_id,gt_size,baseline_detected,baseline_pred_index,baseline_pred_size,baseline_lesion_dice,lhfc_detected,lhfc_pred_index,lhfc_pred_size,lhfc_lesion_dice,full_detected,full_pred_index,full_pred_size,full_lesion_dice,small_lesion_dice_gain,small_lesion_dice_gain_vs_lhfc,selection_role,selection_strict,selection_reason
BraTS20_Training_309,1976,4,2626,0.5880052151238592,26.98610634484806,0.6015403323875153,True,1,3,0.05412371134020619,2654,0.6228941684665227,15.0,0.6755840241145441,True,2,2,0.17825174825174825,2190,0.6442630820931349,37.359733643394605,0.6933502753070733,True,1,3,0.08235294117647059,0,0.0282292298362644,0.056257866969275705,-10.373627298546545,0.09180994291955802,True,2.8782548073111363,8.0,9.0,42.0,True,3.0,346.0,0.21649484536082475,True,8.0,283.0,0.25846153846153846,True,3.0,213.0,0.32941176470588235,0.1129169193450576,0.07095022624434388,small_lesion_improvement,True,largest matched small-lesion Dice gain over Baseline among lesions detected by both models
BraTS20_Training_030,6149,0,7711,0.7789321789321789,15.112899702493511,0.7344717897204085,True,0,0,,7939,0.7950028392958546,3.375615520268288,0.7858842188739096,True,0,0,,7874,0.7895600085573701,3.4641016151377544,0.7785725639802893,True,0,0,,0,,0.010627829625191154,11.648798087355758,0.04410077425988079,True,-3.4420313552693726,,,,,,,,,,,,,,,,,,hd95_improvement,True,largest Full-vs-Baseline HD95 reduction
BraTS20_Training_298,94,3,10,0.15384615384615385,24.045506426523477,0.3076923076923077,True,1,2,0.13333333333333333,81,0.48,15.876018794218888,0.7894736842105263,True,1,2,0.15807560137457044,123,0.5161290322580645,15.524174696260024,0.8151658767772512,True,1,2,0.13333333333333333,0,0.0,0.36228287841191065,8.521331730263453,0.5074735690849435,True,-7.056289124262612,,,,,,,,,,,,,,,,,,boundary_dice_improvement,True,largest Full-vs-Baseline Boundary Dice increase
BraTS20_Training_260,17858,1,16158,0.886406396989652,4.58257569495584,0.7451332320861521,True,0,1,0.0,13262,0.8345115681233933,5.074264635194588,0.5932383867962199,True,0,1,0.0,12437,0.8002640699785443,5.385164807134504,0.5130974885228193,True,0,1,0.0,0,0.0,-0.08614232701110769,-0.8025891121786639,-0.23203574356333279,True,3.12659183707912,,,,,,,,,,,,,,,,,,regression,True,largest standardized HD95/Boundary Dice deterioration
