seed,protocol,case_id,gt_et_voxels,small_gt_lesions,baseline_pred_et_voxels,baseline_et_dice,baseline_hd95_mm,baseline_boundary_dice,baseline_boundary_valid,baseline_small_detected_lesions,baseline_small_missed_lesions,baseline_small_gt_anchored_dice,lhfc_pred_et_voxels,lhfc_et_dice,lhfc_hd95_mm,lhfc_boundary_dice,lhfc_boundary_valid,lhfc_small_detected_lesions,lhfc_small_missed_lesions,lhfc_small_gt_anchored_dice,full_pred_et_voxels,full_et_dice,full_hd95_mm,full_boundary_dice,full_boundary_valid,full_small_detected_lesions,full_small_missed_lesions,full_small_gt_anchored_dice,small_detection_gain,small_dice_gain,et_dice_gain,hd95_improvement,boundary_dice_improvement,all_models_boundary_valid,regression_score
42,stability_runner,BraTS20_Training_267,5256,0,4791,0.8422414651139644,16.401219466856727,0.8624364252845725,True,0,0,,6275,0.8432919954904171,16.70326626560729,0.8370195404767017,True,0,0,,5567,0.8716622008685208,16.26957994211361,0.9100469903781606,True,0,0,,0,,0.0294207357545563,0.1316395247431181,0.047610565093588,True,0.1640560076469474
42,stability_runner,BraTS20_Training_298,94,3,81,0.48,23.3275859649317,0.754601226993865,True,1,2,0.1481481481481481,76,0.5411764705882353,15.178803000639824,0.8106508875739645,True,2,1,0.3664419475655431,100,0.5360824742268041,20.109666545231956,0.8,True,2,1,0.3856209150326797,1,0.2374727668845315,0.0560824742268041,3.217919419699747,0.045398773006135,True,-0.1822264235342546
42,stability_runner,BraTS20_Training_309,1976,4,2492,0.6056401074306177,36.56158755551159,0.6245458215583367,True,1,3,0.0594900849858356,2322,0.6272684969753374,20.285451557760364,0.6663924310983135,True,1,3,0.0650154798761609,2321,0.6325343262741447,18.934082436570947,0.6768790849673203,True,1,3,0.075812274368231,0,0.0163221893823953,0.026894218843527,17.627505118940647,0.0523332634089835,True,-1.979718338090018
42,stability_runner,BraTS20_Training_323,4674,0,962,0.0,38.957668890779686,0.0,True,0,0,,395,0.0,39.408120990476064,0.0,True,0,0,,618,0.0003779289493575,39.10242959203431,0.001357312521208,True,0,0,,0,,0.0003779289493575,-0.1447607012546186,0.001357312521208,True,0.6814231083811237
42,stability_runner,BraTS20_Training_332,1918,1,1637,0.860196905766526,1.7320508075688772,0.9115357395612173,True,1,0,0.0444444444444444,1929,0.8557317390174162,1.4142135623730951,0.9113924050632912,True,1,0,0.056338028169014,1914,0.8590814196242171,1.4142135623730951,0.915994623655914,True,1,0,0.032258064516129,0,-0.0121863799283154,-0.0011154861423088,0.317837245195782,0.0044588840946967,True,0.5935741616932915
42,stability_runner,BraTS20_Training_337,27216,0,26143,0.9004291684626773,3.0,0.932124396237607,True,0,0,,26040,0.9195208051674928,2.23606797749979,0.9589605515440788,True,0,0,,26816,0.9196402132069884,2.23606797749979,0.9616630232369848,True,0,0,,0,,0.0192110447443111,0.7639320225002102,0.0295386269993778,True,0.2775848353883774
42,stability_runner,BraTS20_Training_339,38523,0,38289,0.9251158673123993,1.4142135623730951,0.9525502430530364,True,0,0,,38112,0.9275135382005611,1.4142135623730951,0.9539100198694296,True,0,0,,38105,0.9249621548259122,1.4142135623730951,0.9477022286787372,True,0,0,,0,,-0.0001537124864869,0.0,-0.0048480143742991,True,0.7290656810563687
42,stability_runner,BraTS20_Training_340,30930,0,30296,0.9417241041387646,1.0,0.980207553225634,True,0,0,,30359,0.9489141607792588,1.0,0.977948529024788,True,0,0,,30362,0.9525223520198396,1.0,0.9857492068445416,True,0,0,,0,,0.0107982478810748,0.0,0.0055416536189075,True,0.6202837664418854
42,stability_runner,BraTS20_Training_360,40064,0,43356,0.9161352193718532,4.0,0.9082952318745918,True,0,0,,45479,0.9188829009971592,3.1622776601683795,0.9077450725015196,True,0,0,,44514,0.9249686679751236,2.23606797749979,0.9214489742923916,True,0,0,,0,,0.0088334486032702,1.7639320225002102,0.0131537424177997,True,0.329433779860896
55,main_experiment,BraTS20_Training_018,1695,0,3449,0.6411353032659409,14.89966442575134,0.6606189967982924,True,0,0,,2861,0.6979806848112379,15.470865354614848,0.7573663150236449,True,0,0,,2861,0.6979806848112379,15.29378643894789,0.7580882352941176,True,0,0,,0,,0.0568453815452969,-0.3941220131965508,0.0974692384958252,True,-0.2553478145140914
55,main_experiment,BraTS20_Training_021,3003,0,6475,0.5944292044735177,3.605551275463989,0.4954391451654938,True,0,0,,5781,0.613615664845173,3.1622776601683795,0.563903743315508,True,0,0,,7435,0.5441655489557387,4.846838554130624,0.4150280898876404,True,0,0,,0,,-0.050263655517779,-1.241287278666635,-0.0804110552778534,True,1.7636232296732772
55,main_experiment,BraTS20_Training_026,23676,0,25263,0.7103128384315168,6.4031242374328485,0.5296580970050357,True,0,0,,25226,0.7340804057093779,4.898979485566356,0.6238171132582927,True,0,0,,24261,0.7070947284978201,5.385164807134504,0.590110217456062,True,0,0,,0,,-0.0032181099336967,1.0179594302983448,0.0604521204510262,True,-0.3250532350906449
55,main_experiment,BraTS20_Training_030,6149,0,7711,0.7789321789321789,15.112899702493513,0.7344717897204085,True,0,0,,7939,0.7950028392958546,3.375615520268288,0.7858842188739096,True,0,0,,7874,0.7895600085573701,3.4641016151377544,0.7785725639802893,True,0,0,,0,,0.0106278296251911,11.648798087355758,0.0441007742598807,True,-3.4420313552693726
55,main_experiment,BraTS20_Training_035,24262,1,33776,0.7643957407215962,2.449489742783178,0.7826606245828504,True,0,1,0.0,33488,0.7748225108225109,2.23606797749979,0.8226435390614495,True,0,1,0.0,35109,0.7606407168482929,2.449489742783178,0.7825230852797392,True,0,1,0.0,0,0.0,-0.0037550238733032,0.0,-0.0001375393031111,True,0.5875958636949318
