train_loss,valid_loss,train_dice,valid_dice,train_jaccard,valid_jaccard,train_time,valid_time
0.27692450226396903,0.26419663741379174,0.80990326,0.8056139,0.6982396,0.68969667,162.83,34.61
0.19927126557678565,0.21293325067774668,0.86167693,0.83894783,0.7639565,0.73209673,223.07,37.6
0.16498405274714015,0.1940543984843267,0.8824487,0.84886545,0.79383093,0.7480977,209.18,34.9
0.15415190053009337,0.19784265555240013,0.88632447,0.83997226,0.79986334,0.73911595,235.46,35.42
0.1466506385762636,0.2085587842440283,0.8885221,0.8260274,0.80359876,0.7201586,213.89,36.64
0.1333437815656458,0.19787107277158145,0.89755005,0.835179,0.8171713,0.73366785,221.05,39.06
0.1269700911751285,0.17647836498312047,0.9013037,0.8542274,0.8240798,0.76079845,222.52,38.8
0.11951456021821916,0.175531501302848,0.9078518,0.85441923,0.8338457,0.762078,220.81,38.6
0.11641464844809896,0.17441652468531518,0.9104226,0.85527784,0.83792675,0.7635402,220.44,38.91
0.11406836771779487,0.17345742226855174,0.91225946,0.85588306,0.8408849,0.7645278,223.65,36.46
0.11212218468755136,0.1728527955710888,0.9137177,0.85621536,0.8432499,0.76509887,209.15,35.35
0.11044247451343425,0.17243631335126386,0.9149676,0.8563811,0.8452839,0.7654184,210.21,35.43
0.10894062116394247,0.1720393155575604,0.9160295,0.85658926,0.84702015,0.76577044,213.52,37.01
0.10756314579209002,0.17160878803681684,0.9170118,0.85681385,0.84863216,0.76613164,213.22,37.42
0.10628534425847261,0.1711607752619563,0.91790235,0.85708433,0.8500982,0.7665436,220.37,38.38
0.10507026249506594,0.17074777085233378,0.91875064,0.8573273,0.8515024,0.76690245,220.8,38.9
0.10388992297742153,0.17028160503989942,0.9195655,0.8575678,0.8528566,0.76725185,219.75,38.12
0.10273127228833358,0.16983097529894597,0.9203818,0.8578283,0.8542168,0.76761377,220.74,36.27
0.10159794574581696,0.16935804843701222,0.9211783,0.8581117,0.8555476,0.768005,209.18,33.99
0.10047228105279259,0.16894022476028753,0.92198026,0.85837984,0.85688984,0.76836985,210.64,34.51
0.09937851270117184,0.16851580092633092,0.92275465,0.8586593,0.85818624,0.768743,220.32,37.89
0.09827080551636358,0.16812556992108757,0.92354375,0.8589089,0.8595107,0.7690558,218.84,36.84
0.097183890510278,0.16783908568322659,0.9243217,0.85908407,0.86081904,0.76926255,211.68,36.36
0.09616444322211733,0.1673243469181093,0.92502815,0.85945123,0.8620108,0.76971674,211.26,37.16
0.0951835054628812,0.1679627812794737,0.9257062,0.85881054,0.86316645,0.76881933,218.54,37.76
0.0954276725272956,0.1660588525638387,0.925297,0.8604929,0.86252755,0.7703689,219.04,36.7
0.0955253555819914,0.16741627912867713,0.9249969,0.8588423,0.8621605,0.76786095,209.41,36.27
0.09409094958453791,0.166117226302221,0.92616403,0.86013657,0.86405003,0.7702431,212.74,35.94
0.09262046599144602,0.1663466665289692,0.92732877,0.8598409,0.8659612,0.7699087,213.44,34.91
0.09109471735439412,0.16592913896248146,0.9285161,0.860228,0.8680218,0.7705242,215.39,36.07
0.09065233056473361,0.16608538795765992,0.9289116,0.86011755,0.8686791,0.7704062,219.02,37.26
0.09030424745514234,0.16623539341663993,0.92921954,0.86000043,0.86919725,0.7702741,216.79,38.06
0.09007372968043799,0.16633373785864664,0.92940027,0.85993993,0.8695044,0.77018374,219.59,38.0
0.08979684102859942,0.1662807518968711,0.92968994,0.8600067,0.87000537,0.7703767,188.59,29.88
0.08960954331818258,0.16630352731492068,0.929813,0.85995656,0.8702223,0.77034557,156.84,29.84
0.08955386598460405,0.16630670136293849,0.92983705,0.8599574,0.8702641,0.7703542,156.83,31.18
0.0894743610129978,0.16630093914431496,0.9299084,0.8599629,0.87038857,0.7703598,160.85,31.21
0.08946997059168518,0.1662960856448154,0.9299101,0.8599733,0.8703916,0.770373,160.38,28.53
0.08946636413379866,0.16629431482303786,0.92991406,0.8599727,0.8703983,0.77037054,152.51,29.9
0.08945879976515177,0.1662931329495198,0.92991847,0.8599745,0.87040615,0.77037317,153.15,29.2
0.08945844197783488,0.16629238965342175,0.9299194,0.85997516,0.87040764,0.7703732,157.7,30.41
0.0894582488135605,0.16629226213774165,0.9299194,0.85997754,0.8704076,0.7703768,157.84,30.78
0.08945796315482155,0.16629206953016487,0.92991984,0.859975,0.87040836,0.77037305,159.32,30.53
0.08945776775827204,0.16629055469624093,0.9299193,0.8599787,0.8704074,0.7703778,159.38,29.24
0.08945738279228081,0.16629099624382482,0.92991996,0.859976,0.8704084,0.77037424,152.11,29.47
0.08945712177553994,0.16628992069210555,0.92992014,0.85997945,0.87040865,0.7703791,152.18,30.34
0.08945669025066762,0.16628990377727393,0.9299205,0.8599781,0.8704093,0.7703771,157.95,30.24
0.0894565031454257,0.166288974619395,0.92992085,0.85997915,0.87041,0.77037853,158.46,30.78
0.08945610751089883,0.16628965745503838,0.92992115,0.8599807,0.8704104,0.770381,158.01,30.04
0.08945583466599888,0.1662885062899944,0.92992157,0.8599807,0.870411,0.7703807,159.16,26.25
0.0894554537152038,0.1662883212840235,0.92992157,0.85998213,0.8704111,0.7703826,144.12,26.49
0.08945524978092673,0.16628844668534962,0.92992276,0.8599809,0.8704132,0.77038074,144.21,26.27
0.08945489181966633,0.16628797452997518,0.9299221,0.85998327,0.87041193,0.77038467,151.09,28.99
0.0894544874009919,0.16628730307156975,0.9299234,0.8599816,0.8704141,0.77038205,150.41,26.9
0.08945411459655149,0.16628698566676797,0.9299236,0.8599814,0.8704143,0.7703821,159.97,30.6
