case_id,model_key,model,gt_et_voxels,pred_et_voxels,et_dice,hd95_mm,boundary_dice,boundary_valid,small_gt_lesions,small_detected_lesions,small_missed_lesions,small_gt_anchored_dice
BraTS20_Training_231,baseline,Baseline,40450,34468,0.8877439333671481,9.899494936611665,0.7731731081519974,True,0,0,0,
BraTS20_Training_231,lhfc,LHFC,40450,34605,0.8862567450536274,9.433981132056603,0.7754624209786936,True,0,0,0,
BraTS20_Training_231,full,Full,40450,33857,0.8839274900076709,5.385164807134504,0.7646887045905852,True,0,0,0,
BraTS20_Training_071,baseline,Baseline,11713,9199,0.7923680183626626,12.976888838089437,0.6391634436327174,True,0,0,0,
BraTS20_Training_071,lhfc,LHFC,11713,9402,0.8358986502486384,6.4031242374328485,0.7549379232505643,True,0,0,0,
BraTS20_Training_071,full,Full,11713,9153,0.8387807917185852,4.47213595499958,0.7713876967095851,True,0,0,0,
BraTS20_Training_332,baseline,Baseline,1918,996,0.6753603294440631,3.177712373187085,0.5302521008403361,True,1,0,1,0.0
BraTS20_Training_332,lhfc,LHFC,1918,1714,0.7544052863436124,2.449489742783178,0.7366412213740458,True,1,1,0,0.07547169811320754
BraTS20_Training_332,full,Full,1918,1542,0.761849710982659,2.23606797749979,0.7651098901098901,True,1,1,0,0.03278688524590164
BraTS20_Training_018,baseline,Baseline,1695,4710,0.5083528493364559,26.69643637996848,0.44559748427672957,True,0,0,0,
BraTS20_Training_018,lhfc,LHFC,1695,3579,0.6204019719378081,18.772292769218687,0.6532748143146523,True,0,0,0,
BraTS20_Training_018,full,Full,1695,3000,0.6794462193823216,16.175592184046344,0.7421338155515371,True,0,0,0,
BraTS20_Training_112,baseline,Baseline,48172,52131,0.9191549604697766,2.449489742783178,0.8748276612727669,True,1,0,1,0.0
BraTS20_Training_112,lhfc,LHFC,48172,50604,0.9477200939499474,1.4142135623730951,0.95646615762015,True,1,0,1,0.0
BraTS20_Training_112,full,Full,48172,48718,0.955041799979358,1.0,0.9748806662378551,True,1,0,1,0.0
BraTS20_Training_193,baseline,Baseline,29758,89,0.0,92.7523584605804,0.0,True,0,0,0,
BraTS20_Training_193,lhfc,LHFC,29758,2465,0.0,88.82004278314665,0.0,True,0,0,0,
BraTS20_Training_193,full,Full,29758,894,0.0,90.825106634406,0.0,True,0,0,0,
BraTS20_Training_101,baseline,Baseline,13927,15925,0.7829961141632051,6.7786236805939595,0.7124980073330145,True,3,0,3,0.0
BraTS20_Training_101,lhfc,LHFC,13927,15228,0.8178357057108557,5.744562646538029,0.8257289620788639,True,3,0,3,0.0
BraTS20_Training_101,full,Full,13927,14358,0.8425667314831182,6.164414002968976,0.8759949416052965,True,3,0,3,0.0
BraTS20_Training_174,baseline,Baseline,25207,23676,0.916719513941452,2.23606797749979,0.8794338335607094,True,1,0,1,0.0
BraTS20_Training_174,lhfc,LHFC,25207,23798,0.9271706968676665,2.0,0.9117695473251028,True,1,0,1,0.0
BraTS20_Training_174,full,Full,25207,23512,0.9279747121246331,2.0,0.914288044364704,True,1,0,1,0.0
BraTS20_Training_026,baseline,Baseline,23676,24673,0.6712031272621978,9.899494936611665,0.4019579447372994,True,0,0,0,
BraTS20_Training_026,lhfc,LHFC,23676,24338,0.6985462573416087,7.599288438215619,0.5208377744617353,True,0,0,0,
BraTS20_Training_026,full,Full,23676,24802,0.7154173026940055,6.164414002968976,0.5679933665008292,True,0,0,0,
BraTS20_Training_223,baseline,Baseline,30477,33080,0.9321396541686989,3.0,0.8495641971169963,True,0,0,0,
BraTS20_Training_223,lhfc,LHFC,30477,29821,0.9453381538359481,1.4142135623730951,0.9566872917658258,True,0,0,0,
BraTS20_Training_223,full,Full,30477,28386,0.934339058491752,1.4142135623730951,0.9431235431235431,True,0,0,0,
BraTS20_Training_340,baseline,Baseline,30930,30606,0.9265795631825273,1.4142135623730951,0.9512478556803718,True,0,0,0,
BraTS20_Training_340,lhfc,LHFC,30930,29709,0.9443757317897723,1.0,0.9861916306524718,True,0,0,0,
BraTS20_Training_340,full,Full,30930,28945,0.9431315240083508,1.0,0.9838413514506059,True,0,0,0,
BraTS20_Training_103,baseline,Baseline,37271,30362,0.7925716735912942,4.69041575982343,0.672068676716918,True,0,0,0,
BraTS20_Training_103,lhfc,LHFC,37271,29124,0.8281948941938398,3.605551275463989,0.8158605730811674,True,0,0,0,
BraTS20_Training_103,full,Full,37271,28458,0.8326005264038704,4.0,0.84162879070114,True,0,0,0,
BraTS20_Training_021,baseline,Baseline,3003,6845,0.6054021121039805,6.164414002968976,0.47633510503669957,True,0,0,0,
BraTS20_Training_021,lhfc,LHFC,3003,6325,0.6380789022298456,3.278038007808645,0.5953439707036359,True,0,0,0,
BraTS20_Training_021,full,Full,3003,5910,0.6572422304499046,3.0,0.6464190981432361,True,0,0,0,
BraTS20_Training_060,baseline,Baseline,16172,18839,0.7664448316243466,2.23606797749979,0.8204718538637695,True,0,0,0,
BraTS20_Training_060,lhfc,LHFC,16172,18660,0.825734956361966,1.4142135623730951,0.9296771340114993,True,0,0,0,
BraTS20_Training_060,full,Full,16172,18076,0.8305886475122635,1.4142135623730951,0.9447980951455367,True,0,0,0,
BraTS20_Training_139,baseline,Baseline,4467,4079,0.8647320383805289,2.8284271247461903,0.839208410636982,True,0,0,0,
BraTS20_Training_139,lhfc,LHFC,4467,4533,0.8971111111111111,2.8284271247461903,0.8904028436018957,True,0,0,0,
BraTS20_Training_139,full,Full,4467,4547,0.9017084535167518,2.23606797749979,0.8986406619385343,True,0,0,0,
BraTS20_Training_038,baseline,Baseline,26254,28622,0.6846708943800569,13.92838827718412,0.6311855168386218,True,0,0,0,
BraTS20_Training_038,lhfc,LHFC,26254,27555,0.7467152335111227,3.0,0.767044184486998,True,0,0,0,
BraTS20_Training_038,full,Full,26254,28455,0.7593631760770623,5.196152422706632,0.7970309425862994,True,0,0,0,
BraTS20_Training_205,baseline,Baseline,4439,4335,0.9311602461819011,1.4142135623730951,0.9666794331673688,True,0,0,0,
BraTS20_Training_205,lhfc,LHFC,4439,3874,0.9120654396728016,1.0,0.9736157562244518,True,0,0,0,
BraTS20_Training_205,full,Full,4439,3770,0.901936898526008,1.0,0.964047442550037,True,0,0,0,
BraTS20_Training_261,baseline,Baseline,9426,4247,0.4901630951510276,15.748015748023622,0.48214846612920115,True,8,0,8,0.0
BraTS20_Training_261,lhfc,LHFC,9426,10710,0.6841477949940405,8.774964387392123,0.8188788426763111,True,8,4,4,0.1322868515665126
BraTS20_Training_261,full,Full,9426,10048,0.6878915477046318,7.54983443527075,0.8198534908058006,True,8,4,4,0.13692406149487013
BraTS20_Training_131,baseline,Baseline,8067,7970,0.8704869988152397,4.242640687119285,0.85039941902687,True,0,0,0,
BraTS20_Training_131,lhfc,LHFC,8067,8152,0.8785991738084962,2.8284271247461903,0.9086166273981824,True,0,0,0,
BraTS20_Training_131,full,Full,8067,8430,0.8773716433290901,2.8284271247461903,0.9086697551290536,True,0,0,0,
BraTS20_Training_337,baseline,Baseline,27216,25407,0.8610303479467153,3.4641016151377544,0.8785208917367507,True,0,0,0,
BraTS20_Training_337,lhfc,LHFC,27216,25603,0.9074386111058521,2.23606797749979,0.9457406177349718,True,0,0,0,
BraTS20_Training_337,full,Full,27216,24632,0.907190248418454,3.0,0.9404944940785372,True,0,0,0,
BraTS20_Training_260,baseline,Baseline,17858,18346,0.9005082311346813,4.58257569495584,0.7703088855626616,True,1,0,1,0.0
BraTS20_Training_260,lhfc,LHFC,17858,19136,0.8789533437854787,4.123105625617661,0.725786777262747,True,1,0,1,0.0
BraTS20_Training_260,full,Full,17858,18068,0.8964538217446975,4.242640687119285,0.7775759148715287,True,1,0,1,0.0
BraTS20_Training_216,baseline,Baseline,17097,19499,0.7460378183408023,2.23606797749979,0.7936455035271899,True,3,0,3,0.0
BraTS20_Training_216,lhfc,LHFC,17097,25214,0.7436364066082106,3.1622776601683795,0.7671854114951308,True,3,0,3,0.0
BraTS20_Training_216,full,Full,17097,27739,0.7115264519582478,3.605551275463989,0.7229251358881834,True,3,0,3,0.0
BraTS20_Training_200,baseline,Baseline,4539,4358,0.8710801393728222,2.8284271247461903,0.8346262341325811,True,0,0,0,
BraTS20_Training_200,lhfc,LHFC,4539,4375,0.87727170742652,2.23606797749979,0.884,True,0,0,0,
BraTS20_Training_200,full,Full,4539,4267,0.8871224165341812,2.23606797749979,0.9085120643431636,True,0,0,0,
BraTS20_Training_155,baseline,Baseline,29300,25007,0.8594840444141639,3.0,0.8384676354029063,True,1,0,1,0.0
BraTS20_Training_155,lhfc,LHFC,29300,24645,0.8940216887570673,2.23606797749979,0.9210668235524833,True,1,0,1,0.0
BraTS20_Training_155,full,Full,29300,24618,0.9004414110315665,2.0,0.931875,True,1,0,1,0.0
BraTS20_Training_339,baseline,Baseline,38523,45160,0.8823536441093173,4.0,0.8776288547455595,True,0,0,0,
BraTS20_Training_339,lhfc,LHFC,38523,39912,0.9315229170650857,2.0,0.9472995437343048,True,0,0,0,
BraTS20_Training_339,full,Full,38523,38227,0.9337589576547232,1.4142135623730951,0.9599097351997461,True,0,0,0,
BraTS20_Training_248,baseline,Baseline,36340,40631,0.8306764885476349,2.23606797749979,0.7814500131002733,True,2,0,2,0.0
BraTS20_Training_248,lhfc,LHFC,36340,41101,0.8643741687219948,2.23606797749979,0.8793085162795631,True,2,2,0,0.5366146458583434
BraTS20_Training_248,full,Full,36340,41428,0.8733926550766382,1.7320508075688772,0.8961458000921888,True,2,2,0,0.5034153005464481
BraTS20_Training_267,baseline,Baseline,5256,3998,0.7843094877890642,17.146428199482248,0.777431906614786,True,0,0,0,
BraTS20_Training_267,lhfc,LHFC,5256,4670,0.849083215796897,16.382894018310154,0.8965272856130404,True,0,0,0,
BraTS20_Training_267,full,Full,5256,4847,0.8728100564188854,1.4142135623730951,0.9338095238095238,True,0,0,0,
BraTS20_Training_360,baseline,Baseline,40064,48666,0.8872534655697059,5.0990195135927845,0.776213050752928,True,0,0,0,
BraTS20_Training_360,lhfc,LHFC,40064,58222,0.8084569521600228,27.76688675382964,0.6880718226364665,True,0,0,0,
BraTS20_Training_360,full,Full,40064,49113,0.8825145497157338,20.904544960366874,0.8107079714044123,True,0,0,0,
