train_loss,valid_loss,train_dice,valid_dice,train_jaccard,valid_jaccard,train_time,valid_time
0.2490532209785068,0.2323078285600688,0.79943526,0.8017793,0.68159664,0.6866752,196.9,35.04
0.18699512523435896,0.21614901973186312,0.84503734,0.81238675,0.7402128,0.70381105,195.92,34.67
0.18658273230788772,0.23425040942792957,0.8455649,0.7943147,0.7413589,0.6814508,187.66,34.0
0.19044314385736036,0.2370925280894782,0.84274817,0.7927112,0.73970705,0.6732797,187.44,33.21
0.16967341705344993,0.19056712131242495,0.858943,0.8345408,0.76016474,0.7284468,174.97,30.78
0.15381424623298737,0.19609284154265313,0.8723146,0.8302486,0.7797856,0.72304624,176.25,31.99
0.1523486973304693,0.19123950968118938,0.8739375,0.83321106,0.7818574,0.72975254,183.21,34.71
0.14206727056361823,0.19587771941882534,0.88255936,0.82936156,0.7947562,0.72368264,183.15,34.05
0.1362422066178999,0.17207952498181447,0.88689715,0.85220027,0.8021762,0.7534898,188.83,33.98
0.1285932466155824,0.1704700303742209,0.89385724,0.85337085,0.8117859,0.75511986,186.68,34.19
0.12721934631930715,0.17087236998250355,0.8950729,0.852975,0.813671,0.7549178,187.54,33.42
0.12621299818100168,0.1715803360314788,0.8959373,0.8522583,0.8150191,0.75452864,188.93,34.37
0.1253434186112788,0.17246955034096498,0.8966599,0.8512145,0.8161518,0.7540108,185.98,33.53
0.12333296311852533,0.17146060072086952,0.8983255,0.8517017,0.81873685,0.7551656,184.78,33.79
0.12298048016568103,0.17151104553124388,0.89857185,0.8516563,0.8191458,0.75520074,185.73,32.17
0.12285331388797742,0.1716493202020993,0.8986686,0.85150385,0.8192978,0.75510615,184.7,34.39
0.12260875823374852,0.17166645472516884,0.8988778,0.8514826,0.8196289,0.7550917,187.24,34.75
0.12259704094916467,0.17168656298639,0.898888,0.851472,0.8196452,0.75508726,188.9,34.05
0.12258516999997982,0.17170677087395578,0.89889896,0.85144633,0.8196618,0.7550699,182.86,30.85
0.12255930325110599,0.17170979067481854,0.89892423,0.85144,0.8197015,0.755063,180.12,31.7
0.1225583086130916,0.17171131738939802,0.8989247,0.8514363,0.81970215,0.7550604,188.19,34.09
0.1225571350886664,0.1717131247592939,0.8989267,0.8514338,0.8197053,0.75505805,186.65,34.15
0.12255433958444151,0.1717133914196008,0.89892817,0.85143477,0.8197077,0.75505924,179.0,31.9
0.12255428205262363,0.1717132841916503,0.8989282,0.8514341,0.8197077,0.7550584,181.17,32.12
0.12255415098618441,0.17171322015693058,0.89892864,0.8514343,0.81970835,0.7550585,187.17,33.53
0.12255412833004146,0.17171374159688885,0.89892864,0.85143447,0.8197082,0.755059,182.43,32.8
0.1225540426628599,0.17171395368672707,0.89892876,0.851434,0.81970865,0.75505847,178.35,32.08
0.12255398004319418,0.17171399763508424,0.89892846,0.85143495,0.8197081,0.75506043,180.11,31.92
0.12255387154592615,0.17171442322432995,0.8989291,0.8514344,0.8197091,0.7550589,175.58,32.42
0.12255361931333282,0.17171414553917744,0.8989282,0.8514334,0.8197079,0.75505817,176.97,31.87
0.1225535192958112,0.1717147305104378,0.8989289,0.8514326,0.8197087,0.755057,182.28,34.43
0.12255341081303846,0.1717145028649955,0.8989291,0.85143334,0.8197092,0.7550581,188.74,34.67
0.12255327161473986,0.17171437534931544,0.89892936,0.851434,0.81970954,0.755059,191.92,34.23
0.1225531799320117,0.17171474818039584,0.89892864,0.85143435,0.8197086,0.7550595,190.07,34.51
0.12255301564236096,0.17171494843992027,0.8989296,0.85143286,0.8197098,0.75505745,188.77,34.31
